Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
2475310033,"Jun 23, 2019, 7:34:00 PM",Blah,Run,,3861,9.09,,,false,,,activities/2475310033.gpx,0.0,,3861.0,3747.0,9095.3,5.3,,101.2,,2.0,93.5,20.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/35C9A4E6-8C0B-44C9-B0B7-FF1D29622D73.jpg
2493879054,"Jun 30, 2019, 9:40:13 PM",Pre-spin class l,Run,,2813,6.96,,,false,,,activities/2493879054.gpx,0.0,,2813.0,2728.0,6964.5,4.6,,144.1,,8.8,105.9,29.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7416.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2507520265,"Jul 6, 2019, 12:30:45 AM","Short fake-path-to-South, then visit Crocker  ",Run,,3391,5.79,,,false,,,activities/2507520265.gpx,0.0,,3391.0,2243.0,5797.1,4.7,,85.5,,18.1,70.2,15.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2513563234,"Jul 8, 2019, 12:29:50 AM",South and part of north ,Run,,4782,11.34,,,false,,,activities/2513563234.gpx,0.0,,4782.0,4709.0,11344.3,3.8,,145.7,,14.1,70.2,37.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2568431948,"Jul 27, 2019, 10:14:50 PM",Pick up sf half bib ,Run,,774,2.01,,,false,,,activities/2568431948.gpx,0.0,,774.0,704.0,2017.9,5.2,,22.3,,16.8,93.5,41.5,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2570684909,"Jul 28, 2019, 1:46:18 PM",Sf first half marathon ,Run,"",9159,21.51,,,false,,,activities/2570684909.gpx,0.0,,9159.0,8998.0,21512.5,4.5,,227.2,,2.6,87.7,14.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,22066.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/7D103457-E33D-4C04-BA85-05BF9C951E06.jpg
2787257571,"Sep 16, 2019, 1:12:32 AM",Short and tired ,Run,,1401,3.27,,,false,,,activities/2787257571.gpx,0.0,,1401.0,1274.0,3278.0,6.0,,93.0,,16.6,93.5,20.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2787257582,"Oct 14, 2019, 12:11:56 AM",Omg,Run,,2764,5.21,,,false,,,activities/2787257582.gpx,0.0,,2764.0,2166.0,5211.1,4.9,,60.3,,2.4,93.5,45.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3157948899,"Mar 6, 2020, 12:53:34 AM",Presidio outskirts plus alta plaza hill sprints,Run,,2231,4.49,,,false,,,activities/3157948899.gpx,0.0,,2231.0,1962.0,4498.2,6.4,2.293,114.0,129.6,61.2,116.6,50.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5057.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3160543289,"Mar 7, 2020, 2:22:41 AM",Alta Plaza 5x hills,Run,,1858,3.43,,,false,,,activities/3160543289.gpx,0.0,,1858.0,1530.0,3430.9,5.5,2.242,126.1,118.3,61.3,105.4,44.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4127.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3163853924,"Mar 8, 2020, 2:02:35 AM",Alta plaza steps 7x,Run,,1524,2.44,,,false,,,activities/3163853924.gpx,0.0,,1524.0,1524.0,2441.1,4.7,1.602,121.7,112.8,68.6,105.9,48.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3187.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3170097095,"Mar 10, 2020, 2:00:27 AM",Lyon street steps minus steps ,Run,"",2394,5.24,,,false,,,activities/3170097095.gpx,0.0,,2394.0,2050.0,5246.8,5.8,2.559,119.7,110.8,69.3,116.6,38.0,0.2,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,5660.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/83DF8CDB-81DD-4728-AAC9-79B960E87112.jpg
3173006406,"Mar 11, 2020, 1:40:06 AM","Lyon st stairs 1x, Alta stairs 4x ",Run,,2909,5.16,,,false,,,activities/3173006406.gpx,0.0,,2909.0,2887.0,5162.9,6.7,1.788,183.5,186.4,56.3,116.6,49.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6234.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3175938880,"Mar 12, 2020, 1:20:04 AM",To books inc ,Run,,979,2.48,,,false,,,activities/3175938880.gpx,0.0,,979.0,896.0,2487.6,4.9,2.776,45.6,41.2,50.4,89.0,49.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2563.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3180971381,"Mar 14, 2020, 1:24:59 AM",1x Lyon hills taking Broadway hills 2x,Run,,2836,5.30,,,false,,,activities/3180971381.gpx,0.0,,2836.0,2243.0,5303.5,5.0,2.364,192.5,175.5,52.2,102.9,49.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6276.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3192988077,"Mar 18, 2020, 12:52:40 AM",To north around the maddings’,Run,,2327,5.42,,,false,,,activities/3192988077.gpx,0.0,,2327.0,2157.0,5426.2,4.1,2.516,81.2,74.0,18.1,69.6,14.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3195929775,"Mar 18, 2020, 10:53:36 PM",Around,Run,,3077,6.26,,,false,,,activities/3195929775.gpx,0.0,,3077.0,2450.0,6260.0,4.1,2.555,72.9,68.4,18.1,69.5,41.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6370.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3199145345,"Mar 20, 2020, 12:27:46 AM",To Crocker for some laps and around ,Run,,3826,7.86,,,false,,,activities/3199145345.gpx,0.0,,3826.0,3227.0,7863.7,5.9,2.437,103.3,98.4,18.1,69.6,21.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8110.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3201992436,"Mar 21, 2020, 1:23:28 AM",To north for sprint straights walk curves laps,Run,,3561,6.11,,,false,,,activities/3201992436.gpx,0.0,,3561.0,2476.0,6115.0,5.3,2.47,80.9,74.0,22.3,69.6,14.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6289.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3208853643,"Mar 22, 2020, 10:10:13 PM",Crystal + sm library ,Run,"",6692,15.52,,,false,,,activities/3208853643.gpx,0.0,,6692.0,6481.0,15519.2,4.1,2.395,168.0,168.0,11.5,69.3,13.5,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,15796.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/AE7424A7-B30E-45CA-90DE-C8B054DB5F1C.jpg|media/8087E377-6532-401F-B16F-3B71444A960A.jpg
3233406734,"Mar 29, 2020, 11:38:11 PM",Bromfield loop astor parkside,Run,,3278,8.17,,,false,,,activities/3233406734.gpx,0.0,,3278.0,3226.0,8170.7,5.0,2.533,101.8,96.3,16.3,70.3,15.8,0.1,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,1.0,8373.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3236639389,"Mar 30, 2020, 11:16:47 PM",Out and about idk ,Run,,3236,8.27,,,false,,,activities/3236639389.gpx,0.0,,3236.0,3203.0,8271.6,5.1,2.582,114.9,113.0,18.1,70.2,12.5,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,1.0,8479.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3240459503,"Mar 31, 2020, 10:18:51 PM",Edge of sm past south to broadway ,Run,,4554,11.55,,,false,,,activities/3240459503.gpx,0.0,,4554.0,4533.0,11553.0,4.7,2.549,87.8,142.4,9.6,69.7,12.5,-0.5,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,1.0,11592.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3273671223,"Apr 8, 2020, 9:58:13 PM",Flintstone house + hills + extra ,Run,Google Maps lied,10887,21.69,,,false,,,activities/3273671223.gpx,0.0,,10887.0,10621.0,21693.2,4.8,2.042,491.6,486.1,18.1,197.4,48.4,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,23277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/435E8249-1609-4EAE-B9C4-7BE1DB6013DE.jpg|media/412921A9-F8BC-4B3F-8E72-5ED4FC3B5966.jpg|media/E42B78C1-21AE-49EC-803A-3C020C0C5FA8.jpg|media/74B58E1B-A6FE-4AB5-956B-AA876A82E6D0.jpg
3343889571,"Apr 24, 2020, 12:13:49 AM",Out and about brewer,Run,,3780,8.20,,,false,,,activities/3343889571.gpx,0.0,,3780.0,3640.0,8202.4,5.9,2.253,109.6,109.6,18.3,70.3,35.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8438.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3359290645,"Apr 26, 2020, 11:45:57 PM",To Apple store bc kindle can’t connect ,Run,,3395,6.95,,,false,,,activities/3359290645.gpx,0.0,,3395.0,2675.0,6952.2,4.6,2.599,79.0,78.3,9.2,70.3,22.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7106.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3373399046,"Apr 30, 2020, 12:24:00 AM",Short Apple store ,Run,,2944,6.22,,,false,,,activities/3373399046.gpx,0.0,,2944.0,2548.0,6227.6,4.3,2.444,48.8,72.4,9.2,70.3,11.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6276.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3388296033,"May 2, 2020, 10:56:20 PM",Bike coyote point to port royal ,Ride,,8407,24.11,,,false,,,activities/3388296033.gpx,0.0,,8407.0,5335.0,24112.3,6.6,4.52,6.7,7.3,1.5,5.6,5.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3405107557,"May 6, 2020, 12:33:28 AM",Casual brewer ,Ride,,3544,7.52,,,false,,,activities/3405107557.gpx,0.0,,3544.0,3067.0,7526.9,4.8,2.454,91.5,95.1,18.3,70.3,12.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3421366309,"May 8, 2020, 11:33:45 PM",#IRunWithMaud ,Run,Haven’t sprinted like that at the end/run with a set distance in a while ,1276,3.66,,,false,,,activities/3421366309.gpx,0.0,,1276.0,1270.0,3666.5,4.2,2.887,31.5,57.2,18.3,70.3,11.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3457318235,"May 15, 2020, 11:13:48 PM",Crocker and around ,Ride,,2448,8.92,,,false,,,activities/3457318235.gpx,0.0,,2448.0,2448.0,8926.8,8.2,3.647,92.1,87.4,24.7,60.0,23.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3569572492,"Jun 5, 2020, 9:28:30 PM",Elise’s to track hill back to super cue ,Ride,,7754,23.08,,,false,,,activities/3569572492.gpx,,,7754.0,5261.0,23080.4,7.6,4.387,18.8,20.2,0.6,6.1,8.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3585139726,"Jun 8, 2020, 8:54:58 PM",George Floyd walk n run 8.46,Run,,7074,13.90,,,false,,,activities/3585139726.gpx,,,7074.0,6173.0,13899.6,5.1,2.252,160.0,172.3,14.1,69.2,44.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,14195.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3605055826,"Jun 12, 2020, 10:59:56 PM",Redwood shores continued from Elise to bridge,Ride,,3429,13.20,,,false,,,activities/3605055826.gpx,,,3429.0,2598.0,13207.9,8.0,5.084,5.5,6.5,0.6,3.8,4.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3605055924,"Jun 12, 2020, 9:22:44 PM",Redwood City from Elise’s,Ride,,5563,21.15,,,false,,,activities/3605055924.gpx,,,5563.0,5303.0,21150.3,6.5,3.988,14.5,13.5,1.1,6.9,7.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3616600835,"Jun 14, 2020, 9:25:53 PM",Lea’s to RWS,Ride,,14808,39.84,,,false,,,activities/3616600835.gpx,,,14808.0,9060.0,39846.1,8.1,4.398,49.7,49.7,0.6,12.1,12.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3651585923,"Jun 21, 2020, 9:58:57 PM",Start of RWS from lea’s,Ride,,7668,34.37,,,false,,,activities/3651585923.gpx,,,7668.0,7401.0,34369.4,7.6,4.644,20.8,20.8,0.6,5.6,6.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3679990573,"Jun 27, 2020, 5:10:08 PM","Attempt kinda at hawk hill, Crissy field to headlands ",Ride,"",5660,16.75,,,false,,,activities/3679990573.gpx,,,5660.0,4346.0,16754.0,10.2,3.855,205.3,205.3,1.9,89.0,44.1,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/85F022AD-9399-4CDF-9894-7FC7950AAB1B.jpg|media/E77B28B7-F512-4542-AAE3-EE43990E1CE7.jpg|media/45D78C01-4E44-4373-A23F-FDA4DDD47433.jpg|media/0EA6205E-2F94-4053-9EA7-30FDD0DD8C03.jpg|media/78A83254-0D8D-4090-9AE9-151DC9989422.jpg
3685719018,"Jun 28, 2020, 6:06:52 PM",L’s to bridge and back then past bridge over fc bridge to right ,Ride,,8156,27.75,,,false,,,activities/3685719018.gpx,,,8156.0,6348.0,27751.0,8.3,4.372,42.2,42.1,1.0,21.0,9.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3695833284,"Jul 1, 2020, 1:18:52 AM",To Aster around north ,Run,,3247,5.93,,,false,,,activities/3695833284.gpx,,,3247.0,2236.0,5938.2,4.4,2.656,78.0,79.2,18.1,69.4,12.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6095.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3729494308,"Jul 7, 2020, 10:00:20 PM",Sawyer camp trail San Andreas segment with some skyline sidewalks ,Ride,"",5222,21.69,,,false,,,activities/3729494308.gpx,,,5222.0,4846.0,21698.4,10.3,4.478,166.7,167.1,92.2,187.4,8.5,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/DB06D52F-4E0E-4FEF-9D40-33DC2B4A798B.jpg|media/1A8DFBCF-6EF1-4350-9B6E-460E68AC9F6B.jpg|media/8404D7C0-1F97-4374-9321-4BFC2EEF08F5.jpg|media/6D31133F-4BDE-4A02-81A5-B135E9CFF0A1.jpg|media/B7A5DFDD-B7B1-4C45-BAAD-E8C52DA7C371.jpg|media/1462FA4F-73DC-4C27-A521-97BEB7EBFC67.jpg|media/287C88E8-79ED-4C9A-93FF-8660F82A1F75.jpg|media/121A0E67-C450-4CDD-BE61-91EAA1210173.jpg
3734404885,"Jul 8, 2020, 10:29:25 PM",Sawyer camp trail with some woodside ,Ride,,6152,25.03,,,false,,,activities/3734404885.gpx,,,6152.0,5290.0,25032.5,12.0,4.732,185.1,184.6,87.4,187.4,8.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3743684815,"Jul 10, 2020, 11:55:42 PM",Sawyer/woodside crystal springs trail laps bc part closed,Ride,,6251,27.39,,,false,,,activities/3743684815.gpx,,,6251.0,5721.0,27392.0,10.0,4.788,158.1,165.3,90.0,124.2,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3747507786,"Jul 11, 2020, 5:39:33 PM",Half moon bay ,Ride,,2222,8.76,,,false,,,activities/3747507786.gpx,,,2222.0,1814.0,8762.7,6.7,4.831,32.6,16.8,2.8,22.2,3.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3747635638,"Jul 11, 2020, 6:59:38 PM",Round 2 short hmb,Ride,,1851,7.26,,,false,,,activities/3747635638.gpx,,,1851.0,1793.0,7263.2,7.0,4.051,28.4,28.0,2.8,12.4,10.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3754123832,"Jul 13, 2020, 12:59:13 AM",2 woodside crystal spring loops post-lea no end hill,Ride,,1642,8.33,,,false,,,activities/3754123832.gpx,,,1642.0,1642.0,8330.1,10.3,5.073,58.8,59.0,90.0,107.7,12.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3769080250,"Jul 16, 2020, 1:05:26 AM",3 miles Sawyer to Millbrae then woodside part x2,Ride,,5588,30.14,,,false,,,activities/3769080250.gpx,,,5588.0,5537.0,30142.4,10.1,5.444,85.3,84.1,90.0,107.7,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
